symbol;name;sector;industry;marketCap;pe;pb;ps;eps_growth;revenue_growth;ebit;ev;fcf;roic;current_price;ev_ebit;fcf_yield;classification;fair_value;dcf_value_gap;valuation_tag;growth_tag;final_tag
MET;MetLife, Inc.;Financial Services;Insurance - Life;53656846336;13,060458;1,9574374;0,73008466;0,164;0,156;7554999808;71791837184;1656249984;0,00626;79,93;9,502559763;3,08674493;Value;106,855196;33,68597028;Undervalued;Momentum;Value - Undervalued
MTD;Mettler-Toledo International Inc.;Healthcare;Diagnostics & Research;24613900288;29,58631;-135,26039;6,426344;-0,052;-0,046;1183522944;26623688704;743663872;0,21216999;1184,34;22,49528734;3,021316668;Blend;630,4725057;-46,76591978;Overvalued;Stable;Blend - Stable
MGM;MGM Resorts International;Consumer Cyclical;Resorts & Casinos;8670666752;14,223214;3,122305;0,5060457;-0,239;-0,024;2446169088;39040163840;556492032;0,02345;31,86;15,95971596;6,418099645;Value;35,28000071;10,7344655;Undervalued;Stable;Value - Undervalued
MCHP;Microchip Technology Incorporated;Technology;Semiconductors;35195785216;;4,966131;7,9961343;;-0,268;1125600000;40205312000;1055487488;0,01502;65,25;35,71900498;2,998903083;Blend;;;Fair Valued;Stable;Blend - Stable
MU;Micron Technology, Inc.;Technology;Semiconductors;1,21323E+11;25,971292;2,4956322;3,8733008;0,986;0,383;14104000512;1,28132E+11;-607249984;0,055219997;108,56;9,084767362;-0,500521711;Growth;124,5221994;14,70357347;Undervalued;Momentum;Growth - Momentum
MSFT;Microsoft Corporation;Technology;Software - Infrastructure;3,49612E+12;36,350853;10,863279;12,948107;0,177;0,133;1,49173E+11;3,52152E+12;54817001472;0,14581999;470,38;23,60695972;1,567938966;Growth;228,4556816;-51,43167617;Overvalued;Momentum;Growth - Momentum
MAA;Mid-America Apartment Communities, Inc.;Real Estate;REIT - Residential;18004486144;31,162163;2,945488;8,196197;0,262;0,01;1246050048;22741614592;990585280;0,03492;149,89;18,25096402;5,501880321;Growth;91,05329755;-39,25325402;Overvalued;Momentum;Growth - Momentum
MRNA;Moderna, Inc.;Healthcare;Biotechnology;10619935744;;1,0557477;3,342756;;-0,353;-3536999936;5389930496;-3197499904;-0,15837;27,46;;-30,10846752;Blend;;;Fair Valued;Stable;Blend - Stable
MHK;Mohawk Industries, Inc.;Consumer Cyclical;Furnishings, Fixtures & Appliances;6347507200;13,270588;0,8076501;0,59415233;-0,299;-0,057;1408199936;8439006720;669262528;0,0359;101,52;5,992761755;10,54370648;Value;120,4875021;18,68351274;Undervalued;Stable;Value - Undervalued
MOH;Molina Healthcare, Inc.;Healthcare;Healthcare Plans;16090896384;14,348961;3,7196016;0,39938682;0,054;0,117;1836999936;10562895872;585374976;0,06728;296,88;5,750079608;3,637926453;Value;327,1088966;10,18219368;Undervalued;Watchlist;Value - Undervalued
TAP;Molson Coors Beverage Company;Consumer Defensive;Beverages - Brewers;10533276672;10,462777;0,8048041;0,9292947;-0,392;-0,113;2403200000;17061921792;671500032;0,041490003;52;7,099667856;6,375034597;Value;78,27749746;50,53364895;Undervalued;Stable;Value - Undervalued
MDLZ;Mondelez International, Inc.;Consumer Defensive;Confectioners;85652340736;24,591078;3,3217838;2,348956;-0,703;0,002;5633999872;1,04284E+11;3596750080;0,03691;66,15;18,50976917;4,199243184;Blend;42,36750012;-35,95238078;Overvalued;Stable;Blend - Stable
MPWR;Monolithic Power Systems, Inc.;Technology;Semiconductors;32897390592;18,31725;10,068877;13,783233;0,476;0,392;652257984;31888478208;443831744;0,11995;687,08;48,88936432;1,349139661;Growth;830,4713426;20,86967203;Undervalued;Momentum;Growth - Momentum
MNST;Monster Beverage Corporation;Consumer Defensive;Beverages - Non-Alcoholic;61840351232;41,717106;9,483996;8,302759;0,071;-0,023;2172233984;60197576704;1444561536;0,14239;63,41;27,71228935;2,335952994;Blend;24,41879957;-61,4906173;Overvalued;Watchlist;Blend - Watchlist
MCO;Moody's Corporation;Financial Services;Financial Data & Stock Exchanges;87980687360;42,18723;23,778147;12,175572;0,098;0,077;3320000000;93205585920;2182374912;0,12687999;488,95;28,07397166;2,480515869;Blend;190,8873017;-60,95975014;Overvalued;Watchlist;Blend - Watchlist
MS;Morgan Stanley;Financial Services;Capital Markets;2,11481E+11;15,453694;2,1821976;3,3065164;0,287;0,163;0;1,22647E+11;0;0,011419999;131,82;;;Growth;164,6716377;24,92158833;Undervalued;Momentum;Growth - Momentum
MOS;The Mosaic Company;Basic Materials;Agricultural Inputs;11039638528;30;0,93787897;0,99777114;4,357;-0,022;1930700032;15749632000;502837504;0,021370001;34,8;8,157472284;4,554836671;Value;93,2118;167,85;Undervalued;Momentum;Value - Undervalued
MSI;Motorola Solutions, Inc.;Technology;Communication Equipment;69757534208;34,855717;42,506104;6,367062;;0,058;3220999936;74736451584;1923000064;0,13;417,92;23,20287273;2,756691569;Blend;188,8424788;-54,81372539;Overvalued;Watchlist;Blend - Watchlist
MSCI;MSCI Inc.;Financial Services;Financial Data & Stock Exchanges;43996532736;39,054943;-46,03627;15,057049;0,152;0,097;1691549952;48330768384;1127484800;0,18135999;568,64;28,57188363;2,562667396;Growth;251,5968132;-55,75464033;Overvalued;Momentum;Growth - Momentum
NDAQ;Nasdaq, Inc.;Financial Services;Financial Data & Stock Exchanges;49150582784;38,737556;4,2556047;6,2884574;0,7;0,249;2736000000;58228551680;1834000000;0,04354;85,61;21,28236538;3,73139014;Growth;56,35500082;-34,17240881;Overvalued;Momentum;Growth - Momentum
NTAP;NetApp, Inc.;Technology;Computer Hardware;21927555072;18,738977;20,7398;3,3365116;0,199;0,038;1672000000;20957749248;1234125056;0,08625;106,25;12,53453902;5,62819271;Growth;101,9749504;-4,0235761;Fair Valued;Momentum;Growth - Momentum
NFLX;Netflix, Inc.;Communication Services;Entertainment;5,28334E+11;58,809566;21,99394;13,151354;0,252;0,125;11453826048;5,37528E+11;21784893440;0,13789;1241,47;46,92995578;4,123321321;Growth;396,4458197;-68,06641967;Overvalued;Momentum;Growth - Momentum
NEM;Newmont Corporation;Basic Materials;Gold;58276675584;11,927108;1,8767025;2,9628692;10,39;0,245;9857000448;61729517568;7086374912;0,07857;52,36;6,262505302;12,15988188;Value;750,031441;1332,451186;Undervalued;Momentum;Value - Undervalued
NWSA;News Corporation;Communication Services;Entertainment;16494444544;33,914635;1,9209781;1,6063931;2,64;0,008;1383000064;17442588672;-670875008;0,03528;27,81;12,61213873;-4,067278569;Value;44,77199887;60,99244471;Undervalued;Momentum;Value - Undervalued
NWS;News Corporation;Communication Services;Entertainment;16494446592;38,841465;2,2000415;1,6063933;2,64;0,008;1383000064;19729682432;-670875008;0,03528;31,85;14,26585793;-4,067278064;Growth;44,77199817;40,57142283;Undervalued;Momentum;Growth - Momentum
NEE;NextEra Energy, Inc.;Utilities;Utilities - Regulated Electric;1,48551E+11;27,026218;2,982188;5,878774;-0,636;0,09;13576999936;2,46364E+11;-11337249792;0,02548;72,16;18,14567409;-7,631903635;Growth;42,0524988;-41,72325554;Overvalued;Watchlist;Growth - Watchlist
NKE;NIKE, Inc.;Consumer Cyclical;Footwear & Accessories;92692168704;20,863787;6,622377;1,9384369;-0,302;-0,093;5782000128;94214201344;5077624832;0,08262;62,8;16,29439627;5,477943717;Blend;47,40750085;-24,51034896;Overvalued;Stable;Blend - Stable
NI;NiSource Inc.;Utilities;Utilities - Regulated Gas;18489212928;21,232431;2,077867;3,1168597;0,302;0,279;2582500096;35204411392;-601249984;0,03254;39,28;13,63191097;-3,251896045;Growth;36,13050244;-8,018069151;Fair Valued;Momentum;Growth - Momentum
NDSN;Nordson Corporation;Industrials;Specialty Industrial Machinery;12135851008;27,639639;4,0995684;4,487374;-0,039;0,05;806468992;14329161728;304186752;0,07366;214,76;17,76777765;2,506513567;Blend;122,3775028;-43,01662189;Overvalued;Stable;Blend - Stable
NSC;Norfolk Southern Corporation;Industrials;Railroads;56534593536;17,129099;3,8960013;4,667651;13,385;-0,004;5993999872;73277464576;1379874944;0,067379996;250,77;12,22513616;2,44076212;Growth;3158,945882;1159,698482;Undervalued;Momentum;Growth - Momentum
NTRS;Northern Trust Corporation;Financial Services;Asset Management;20992704512;10,085048;1,7503083;2,4475296;0,983;0,171;0;31709757440;0;0,01375;107,91;;;Value;318,2714599;194,9415808;Undervalued;Momentum;Value - Undervalued
NOC;Northrop Grumman Corporation;Industrials;Aerospace & Defense;70439804928;19,306114;4,7056847;1,7449416;-0,475;-0,066;6341000192;86880894976;2911749888;0,06404;489,41;13,70144967;4,133671141;Blend;399,2625082;-18,41962603;Overvalued;Stable;Blend - Stable
NCLH;Norwegian Cruise Line Holdings Ltd.;Consumer Cyclical;Travel Services;8739545088;11,113636;6,1239824;0,9281601;;-0,029;2427109888;23358707712;-750045888;0,043959998;19,56;9,624083288;-8,582207431;Value;27,72000091;41,71779605;Undervalued;Stable;Value - Undervalued
NRG;NRG Energy, Inc.;Utilities;Utilities - Independent Power Producers;30487830528;24,83121;14,402883;1,0410377;0,563;0,156;3657999872;41433894912;2221499904;0,06315;155,94;11,32692629;7,286513555;Growth;147,2346011;-5,582531016;Fair Valued;Momentum;Growth - Momentum
NUE;Nucor Corporation;Basic Materials;Steel;28052400128;21,440916;1,3977901;0,92195743;-0,806;-0,038;3532999936;32917338112;194282000;0,0387;121,57;9,317106909;0,692568191;Value;89,30250461;-26,5423175;Overvalued;Stable;Value - Overvalued
NVDA;NVIDIA Corporation;Technology;Semiconductors;3,45621E+12;45,71613;41,22164;23,271797;0,267;0,692;88247001088;3,41456E+12;55443001344;0,53244996;141,72;38,69323459;1,604155651;Growth;58,91549875;-58,42823966;Overvalued;Momentum;Growth - Momentum
NVR;NVR, Inc.;Consumer Cyclical;Residential Construction;20807522304;14,662676;5,298917;1,9369185;-0,185;0,023;2094114048;19697842176;1303018240;0,20363002;7116,53;9,406289115;6,262246033;Value;7644,262718;7,415590442;Fair Valued;Stable;Value - Fair Valued
NXPI;NXP Semiconductors N.V.;Technology;Semiconductors;52465987584;22,623093;5,6397996;4,257566;-0,223;-0,093;4268000000;60557926400;1445624960;0,087629996;207,68;14,18882999;2,755356425;Blend;144,5850044;-30,38087232;Overvalued;Stable;Blend - Stable
ORLY;O'Reilly Automotive, Inc.;Consumer Cyclical;Auto Parts;78515568640;33,784206;-57,965332;4,654384;0,016;0,04;3715109888;86428082176;1610164736;0,13728;1377,72;23,26393694;2,050758549;Blend;621,4872358;-54,89016376;Overvalued;Stable;Blend - Stable
OXY;Occidental Petroleum Corporation;Energy;Oil & Gas E&P;41865019392;17,222672;1,5165235;1,519436;0,024;0,139;13674999808;73920004096;4067624960;0,045100003;42,54;5,405484836;9,716046998;Value;37,93920014;-10,81523239;Overvalued;Watchlist;Value - Overvalued
ODFL;Old Dominion Freight Line, Inc.;Industrials;Trucking;33881737216;30,137217;8,022517;5,913461;-0,112;-0,058;1844806016;33844592640;607407232;0,16778;160,33;18,34588154;1,792727534;Blend;83,79000291;-47,73903642;Overvalued;Stable;Blend - Stable
OMC;Omnicom Group Inc.;Communication Services;Advertising Agencies;13988422656;9,758197;3,1868477;0,8882102;-0,088;0,017;2527500032;18481565696;1268012544;0,051999997;71,43;7,312192072;9,064728563;Value;115,2899967;61,40276733;Undervalued;Stable;Value - Undervalued
ON;ON Semiconductor Corporation;Technology;Semiconductors;20965289984;34,840275;2,610845;3,1454384;;-0,224;2004300032;21624608768;1121924992;0,06303;50,17;10,78910763;5,351344975;Blend;22,68000181;-54,79369781;Overvalued;Stable;Blend - Stable
OKE;ONEOK, Inc.;Energy;Oil & Gas Midstream;51044929536;15,960938;2,389264;2,0450692;-0,046;0,682;6517000192;83699965952;1758000000;0,06048;81,72;12,84332722;3,444024737;Growth;80,63999747;-1,321588994;Fair Valued;Watchlist;Growth - Watchlist
ORCL;Oracle Corporation;Technology;Software - Infrastructure;4,87992E+11;40,849766;29,153963;8,748044;0,2;0,064;22915999744;5,79877E+11;5255750144;0,073460005;174,02;25,30445197;1,077015418;Growth;76,67999861;-55,9361001;Overvalued;Momentum;Growth - Momentum
OTIS;Otis Worldwide Corporation;Industrials;Specialty Industrial Machinery;37912670208;25,146597;-7,408607;2,674804;-0,291;-0,025;2520999936;44856635392;1348499968;0,13961;96,06;17,7931918;3,556858329;Blend;60,16499966;-37,36727081;Overvalued;Stable;Blend - Stable
PCAR;PACCAR Inc;Industrials;Farm & Heavy Construction Machinery;49083666432;14,188164;2,7235653;1,5167444;-0,577;-0,149;4819500032;56691605504;-49712500;0,06702;93,5;11,76296403;-0,101281146;Value;103,7924992;11,00802049;Undervalued;Stable;Value - Undervalued
PKG;Packaging Corporation of America;Consumer Cyclical;Packaging & Containers;17672071168;20,543932;3,8978305;2,0681667;0,387;0,082;1766099968;19506624512;388112512;0,08675;196,4;11,04502852;2,196191427;Growth;198,8958102;1,270779128;Fair Valued;Momentum;Growth - Momentum
PANW;Palo Alto Networks, Inc.;Technology;Software - Infrastructure;1,33093E+11;114,71265;18,382761;14,996934;-0,051;0,153;1250200064;1,30599E+11;3175474944;0,031040002;199,6;104,4625479;2,38590168;Growth;27,40499849;-86,27004084;Overvalued;Watchlist;Growth - Watchlist
PARA;Paramount Global;Communication Services;Entertainment;8465369600;;0,48579696;0,2947552;;-0,064;2617999872;21279961088;15053750272;0,02871;11,92;8,12832778;177,8274427;Value;;;Fair Valued;Stable;Value - Fair Valued
PH;Parker-Hannifin Corporation;Industrials;Specialty Industrial Machinery;85772263424;25,837568;6,405214;4,333302;0,326;-0,022;5036259840;94745288704;2980823296;0,08821;671,26;18,81262916;3,475276479;Growth;516,7421872;-23,01907053;Overvalued;Momentum;Growth - Momentum
PAYX;Paychex, Inc.;Technology;Software - Application;57551319040;33,218296;13,980226;10,580259;0,036;0,048;2427800064;56813965312;1158000000;0,11643;159,78;23,40141849;2,012117219;Blend;74,74739824;-53,21855161;Overvalued;Stable;Blend - Stable
PAYC;Paycom Software, Inc.;Technology;Software - Application;14884409344;37,742897;8,379375;7,7774115;-0,433;0,061;486300000;14445114368;296926496;0,05589;265,71;29,70412167;1,994882626;Blend;110,8800021;-58,27029388;Overvalued;Watchlist;Blend - Watchlist
PYPL;PayPal Holdings, Inc.;Financial Services;Credit Services;71413096448;16,501123;3,5494006;2,2394273;0,554;0,012;6371999744;73578086400;1741874944;0,04448;73,43;11,547095;2,439153364;Growth;103,7295037;41,26311282;Undervalued;Momentum;Growth - Momentum
PNR;Pentair plc;Industrials;Specialty Industrial Machinery;16378663936;25,723516;4,5075846;4,018318;0,164;-0,007;1037200000;18191861760;658825024;0,08545999;99,55;17,53939622;4,022458893;Growth;67,5701953;-32,12436434;Overvalued;Momentum;Growth - Momentum
PEP;PepsiCo, Inc.;Consumer Defensive;Beverages - Non-Alcoholic;1,78282E+11;19,122059;9,708803;1,9479424;-0,101;-0,018;17302999040;2,18357E+11;7581499904;0,08858;130,03;12,61963112;4,252543677;Blend;107,099999;-17,63439282;Overvalued;Stable;Blend - Stable
PFE;Pfizer Inc.;Healthcare;Drug Manufacturers - General;1,32753E+11;16,92029;1,4693853;2,1252785;-0,053;-0,078;23320999936;1,7813E+11;15049249792;0,0479;23,35;7,638192579;11,33624505;Blend;21,73499981;-6,91648902;Fair Valued;Stable;Blend - Stable
PCG;PG&E Corporation;Utilities;Utilities - Regulated Electric;34371719168;14,348623;1,1809121;1,4005835;-0,187;0,021;9368999936;94147796992;-5102249984;0,024260001;15,64;10,04886302;-14,84432582;Value;17,16750102;9,766630568;Fair Valued;Stable;Value - Fair Valued
PM;Philip Morris International Inc.;Consumer Defensive;Tobacco;2,82866E+11;28,664036;-25,9466;7,368998;0,247;0,058;16241000448;3,30031E+11;8564250112;0,13748;181,73;20,32084635;3,027666616;Growth;118,5897077;-34,74401162;Overvalued;Momentum;Growth - Momentum
PSX;Phillips 66;Energy;Oil & Gas Refining & Marketing;46565974016;25,799099;1,7080133;0,337993;-0,318;-0,15;3279000064;64976535552;1671624960;0,009509999;114,29;19,81596044;3,589799194;Value;69,77249477;-38,9513564;Overvalued;Stable;Value - Overvalued
PNW;Pinnacle West Capital Corporation;Utilities;Utilities - Regulated Electric;10637256704;17,641582;1,5785743;2,0434716;;0,085;2023175040;22867040256;-359840736;0,02503;89,09;11,30255159;-3,382833996;Growth;79,53750973;-10,72229237;Overvalued;Watchlist;Growth - Watchlist
PXD;PXD;Unknown;Unknown;0;;;;;;0;0;0;;0;;;Blend;;;Fair Valued;Stable;Blend - Stable
PNC;The PNC Financial Services Group, Inc.;Financial Services;Banks - Regional;70660136960;12,624029;1,3957431;3,363327;0,132;0,049;0;1,28661E+11;0;0,0109;178,63;;;Value;240,2669861;34,50539443;Undervalued;Watchlist;Value - Undervalued
POOL;Pool Corporation;Industrials;Industrial Distribution;11168781312;27,842548;9,031983;2,122669;-0,304;-0,044;631843968;12444131328;402759872;0,098050006;297,08;19,69494362;3,606121928;Blend;168,0525073;-43,43190142;Overvalued;Stable;Blend - Stable
PPG;PPG Industries, Inc.;Basic Materials;Specialty Chemicals;25557385216;19,929203;3,6899886;1,6299353;-0,034;-0,043;2651000064;31695200256;1066750016;0,06301;112,6;11,95594096;4,173940358;Blend;88,98750241;-20,97024653;Overvalued;Stable;Blend - Stable
PPL;PPL Corporation;Utilities;Utilities - Regulated Electric;25164548096;25,402985;1,7596279;2,9051661;0,343;0,087;3295000064;42196545536;-481124992;0,029719999;34,04;12,80623512;-1,911915883;Growth;26,99430008;-20,69829589;Overvalued;Momentum;Growth - Momentum
PFG;Principal Financial Group, Inc.;Financial Services;Asset Management;17255983104;16,481798;1,5437534;1,0942076;-0,905;-0,088;1622974976;17010564096;1386312448;0,00276;76,97;10,48110066;8,033807403;Value;73,55250319;-4,440037428;Fair Valued;Stable;Value - Fair Valued
PG;The Procter & Gamble Company;Consumer Defensive;Household & Personal Products;3,84551E+11;26,03492;7,4683547;4,5819755;0,013;-0,021;24187000832;4,10631E+11;12618874880;0,10977;164,02;16,97733364;3,281452922;Blend;95,72850233;-41,63607954;Overvalued;Stable;Blend - Stable
PGR;The Progressive Corporation;Financial Services;Insurance - Property & Casualty;1,63744E+11;18,834795;5,6531067;2,0856993;0,109;0,184;11571999744;1,67848E+11;13350724608;0,06865;279,32;14,50466547;8,15340863;Growth;246,6970413;-11,67942099;Overvalued;Watchlist;Growth - Watchlist
PLD;Prologis, Inc.;Real Estate;REIT - Industrial;1,00949E+11;27,129675;1,8902248;11,558563;0,01;0,088;6193812992;1,37846E+11;4307161088;0,023759998;108,79;22,25543157;4,266667262;Growth;60,75150181;-44,15708998;Overvalued;Watchlist;Growth - Watchlist
PRU;Prudential Financial, Inc.;Financial Services;Insurance - Life;37376061440;16,679306;1,2507404;0,6191575;-0,372;-0,427;2821750016;49369321472;-16394500096;0,00234;105,58;17,49599404;-43,86363748;Value;99,69749341;-5,571610713;Fair Valued;Stable;Value - Fair Valued
PEG;Public Service Enterprise Group Incorporated;Utilities;Utilities - Regulated Electric;40019640320;21,912567;2,4446747;3,7220647;0,113;0,167;3940999936;62673633280;-973625024;0,02942;80,2;15,90297749;-2,432868002;Growth;61,10370364;-23,81084334;Overvalued;Watchlist;Growth - Watchlist
PTC;PTC Inc.;Technology;Software - Application;20431941632;46,66849;6,0322967;8,706743;0,421;0,055;739947008;21764245504;804437248;0,06415;170,34;29,41324888;3,937155178;Growth;77,79975525;-54,32678452;Overvalued;Momentum;Growth - Momentum
PSA;Public Storage;Real Estate;REIT - Industrial;53139808256;30,020813;10,187328;11,213443;-0,215;0,02;3343835904;66731384832;2434415872;0,07062;302,91;19,95653697;4,581152909;Blend;158,9174983;-47,5363975;Overvalued;Stable;Blend - Stable
PHM;PulteGroup, Inc.;Consumer Cyclical;Residential Construction;20088799232;7,07839;1,6342204;1,122879;-0,171;-0,014;3852910080;21038536704;761504256;0,13892001;100,23;5,460427642;3,790690759;Value;223,0199947;122,5082257;Undervalued;Stable;Value - Undervalued
QRVO;Qorvo, Inc.;Technology;Semiconductors;7309920256;135,48277;2,152405;1,965576;10,879;-0,076;672966976;7899802624;743259904;0,03765;78,58;11,73876714;10,16782506;Growth;103,3472913;31,51856874;Undervalued;Momentum;Growth - Momentum
PWR;Quanta Services, Inc.;Industrials;Engineering & Construction;53551714304;58,09486;7,184897;2,1528926;0,215;0,239;2173506048;57794510848;1378591872;0,050100002;361,35;26,5904532;2,574318843;Growth;113,3594908;-68,62889419;Overvalued;Momentum;Growth - Momentum
QCOM;QUALCOMM Incorporated;Technology;Semiconductors;1,63866E+11;15,213048;5,9205775;3,8751721;0,22;0,169;13351000064;1,64643E+11;8322874880;0,13428001;149,24;12,33184932;5,079088366;Growth;179,5229989;20,29147611;Undervalued;Momentum;Growth - Momentum
DGX;Quest Diagnostics Incorporated;Healthcare;Diagnostics & Research;19462445056;22,012625;2,8180258;1,9159721;0,128;0,121;1975000064;25964527616;817625024;0,06126;174,34;13,14659584;4,2010396;Growth;134,0064077;-23,13501911;Overvalued;Watchlist;Growth - Watchlist
RL;Ralph Lauren Corporation;Consumer Cyclical;Apparel Manufacturing;16576979968;23,689653;6,5290213;2,341712;0,484;0,083;1143000064;17162082304;816062528;0,08456001;274,8;15,01494431;4,922866105;Growth;258,2160237;-6,034925881;Fair Valued;Momentum;Growth - Momentum
RJF;Raymond James Financial, Inc.;Financial Services;Asset Management;29607546880;14,137765;2,457054;2,1823208;0,063;0,107;0;18922477568;0;0,02664;146,75;;;Growth;165,5090992;12,78303183;Undervalued;Watchlist;Growth - Watchlist
RTX;RTX Corporation;Industrials;Aerospace & Defense;1,85831E+11;40,79179;3,0208266;2,2734637;-0,109;0,052;13381999616;2,25448E+11;5729124864;0,03471;139,1;16,8471209;3,082981598;Blend;53,70749849;-61,38928936;Overvalued;Watchlist;Blend - Watchlist
O;Realty Income Corporation;Real Estate;REIT - Retail;50572480512;50,90909;1,2956665;9,356631;0,803;0,1;4864595968;77916585984;2469820160;0,02178;56;16,01707243;4,883723588;Growth;29,74950053;-46,87589191;Overvalued;Momentum;Growth - Momentum
REG;Regency Centers Corporation;Real Estate;REIT - Retail;13150683136;34,127964;2,0136461;8,635375;0,007;0,052;956665984;18240724992;638198656;0,029070001;72,01;19,06697353;4,852969609;Blend;31,87154821;-55,74010802;Overvalued;Watchlist;Blend - Watchlist
REGN;Regeneron Pharmaceuticals, Inc.;Healthcare;Biotechnology;53250498560;12,530995;1,7773502;3,7804654;0,159;-0,037;4471000064;46471737344;2082887552;0,0691;493,22;10,39403639;3,911489297;Value;684,2736511;38,73599024;Undervalued;Momentum;Value - Undervalued
RF;Regions Financial Corporation;Financial Services;Banks - Regional;19821406208;10,652174;1,1788921;2,9757402;;0,156;0;0;0;0,0128;22,05;;;Value;32,60249973;47,85714165;Undervalued;Watchlist;Value - Undervalued
RSG;Republic Services, Inc.;Industrials;Waste Management;79052365824;38,155354;6,7673416;4,8861094;0,097;0,038;5038000128;92501368832;1919374976;0,06395;252,97;18,36073174;2,427979171;Blend;109,0966513;-56,87368017;Overvalued;Watchlist;Blend - Watchlist
RMD;ResMed Inc.;Healthcare;Medical Instruments & Supplies;36979331072;28,33708;6,6671953;7,3641577;0,216;0,079;1764669952;36874358784;1202870656;0,14012;252,2;20,89589543;3,252818862;Growth;162,3359923;-35,63204113;Overvalued;Momentum;Growth - Momentum
